CAMIS,Timestamp,Temperature_F,Humidity_percent,Air_Quality_Index,Surface_Score,Risk_Flag
50115591,2025-08-01 20:40:32,67.9,49.0,66.2,81.1,normal
50115591,2025-08-02 11:17:12,62.1,38.9,61.3,70.4,warning
50115591,2025-08-09 05:52:35,75.8,59.8,82.5,81.9,normal
41596469,2025-08-06 02:20:42,72.8,44.6,45.8,98.1,normal
41596469,2025-08-01 14:59:14,72.8,48.2,61.5,62.7,high
41596469,2025-08-09 01:58:49,71.9,52.9,49.0,78.0,warning
41596469,2025-08-03 21:19:07,63.5,52.4,45.8,66.1,high
41596469,2025-08-05 12:00:55,67.6,36.2,28.6,62.5,high
41596469,2025-08-01 10:11:22,71.8,60.7,49.2,80.3,normal
41596469,2025-08-08 02:34:56,66.6,46.1,38.8,88.6,normal
41596469,2025-08-03 01:05:44,75.8,50.6,54.2,74.2,warning
41596469,2025-08-03 01:04:54,69.5,33.3,32.0,86.3,normal
41596469,2025-08-05 09:36:41,58.0,57.6,60.8,66.9,high
41700337,2025-08-02 11:31:08,70.4,39.3,37.9,91.5,normal
41700337,2025-08-13 03:59:11,71.9,58.1,71.3,76.5,warning
41700337,2025-08-05 04:03:54,71.2,48.9,33.9,81.0,normal
41700337,2025-08-05 06:14:34,74.6,39.9,41.7,62.6,high
41700337,2025-08-12 09:40:37,80.5,29.6,53.7,91.8,warning
41700337,2025-08-13 06:37:17,65.8,40.1,95.8,88.9,normal
41700337,2025-08-12 08:39:42,73.0,39.9,90.9,94.4,normal
41700337,2025-08-08 13:19:46,79.9,51.8,42.9,66.8,high
41700337,2025-08-06 01:45:54,67.0,27.9,33.5,61.0,high
41700337,2025-08-08 14:01:54,65.5,49.8,45.5,75.8,warning
41713405,2025-08-06 04:05:43,72.6,45.9,64.7,75.1,warning
41713405,2025-08-03 17:41:22,71.8,49.7,34.5,79.9,warning
41713405,2025-08-11 11:15:48,79.0,51.1,42.5,76.3,warning
41713405,2025-08-06 00:31:53,69.4,46.7,35.7,82.2,normal
41713405,2025-08-01 20:03:41,81.1,47.3,31.5,87.5,warning
41713405,2025-08-05 20:03:50,83.0,63.0,33.5,91.5,warning
41713405,2025-08-07 19:59:36,69.0,48.8,38.7,73.1,warning
41713405,2025-08-11 05:38:52,62.2,46.6,52.9,92.7,normal
41713405,2025-08-05 11:49:36,67.3,58.4,52.3,60.4,high
41713405,2025-08-10 04:44:16,77.1,34.3,36.8,92.4,normal
50121766,2025-08-04 08:44:11,73.3,44.1,55.1,60.1,high
50121766,2025-08-02 17:45:09,76.2,43.8,52.6,93.3,normal
50121766,2025-08-06 02:48:25,74.1,51.6,52.5,99.2,normal
50121766,2025-08-12 02:28:20,78.7,32.6,40.8,84.3,normal
50121766,2025-08-07 02:58:27,62.2,48.4,48.1,63.4,high
50121766,2025-08-02 09:57:56,65.8,49.9,77.7,97.5,normal
50121766,2025-08-05 04:42:05,70.5,62.2,63.2,86.0,normal
50121766,2025-08-05 22:46:15,73.6,54.0,86.3,71.7,warning
50121766,2025-08-09 12:28:20,77.5,37.6,65.4,76.2,warning
50121766,2025-08-10 04:34:46,74.6,53.9,69.1,76.2,warning
50121487,2025-08-03 20:56:19,65.7,40.7,50.7,93.6,normal
50121487,2025-08-05 06:55:02,64.7,37.7,68.8,68.2,high
50121487,2025-08-08 17:06:37,71.5,51.9,43.6,78.7,warning
50121487,2025-08-09 20:34:31,68.0,51.9,63.6,94.0,normal
50121487,2025-08-09 03:35:58,72.7,48.6,35.5,100.0,normal
50121487,2025-08-02 18:23:19,66.9,44.8,20.1,63.8,high
50121487,2025-08-08 18:12:40,78.2,39.9,72.5,81.7,normal
50121487,2025-08-02 22:50:43,70.1,34.0,40.2,64.8,high
50121487,2025-08-05 00:14:47,77.7,52.8,62.8,95.3,normal
50121487,2025-08-03 23:41:29,77.8,44.9,66.5,77.4,warning
41359238,2025-08-08 21:33:43,72.5,40.4,39.9,82.8,normal
41359238,2025-08-05 03:53:03,79.2,46.6,63.1,71.6,warning
41359238,2025-08-04 12:07:48,64.5,52.6,61.6,75.8,warning
41359238,2025-08-11 18:10:12,77.7,53.9,43.5,93.4,normal
41359238,2025-08-08 05:38:10,74.1,35.2,52.5,61.5,high
41359238,2025-08-10 17:10:20,72.5,66.1,65.8,60.5,high
41359238,2025-08-03 09:44:12,75.3,37.2,58.9,85.8,normal
41359238,2025-08-12 14:21:39,77.0,34.9,50.9,72.6,warning
41359238,2025-08-07 07:28:57,74.9,47.9,38.6,91.5,normal
41359238,2025-08-02 07:13:21,72.2,50.0,26.1,83.6,normal
50144891,2025-08-07 09:04:46,64.0,45.3,64.2,95.7,normal
50144891,2025-08-06 07:12:48,70.0,41.9,69.1,66.8,high
50144891,2025-08-11 11:08:29,73.9,73.3,48.4,79.2,warning
50144891,2025-08-04 06:54:52,66.8,58.0,67.2,80.3,normal
50144891,2025-08-02 15:22:42,67.2,43.7,73.0,90.7,normal
50144891,2025-08-01 12:30:25,73.7,37.9,20.6,73.1,warning
50144891,2025-08-03 11:27:12,71.4,50.8,49.0,97.4,normal
50144891,2025-08-06 08:46:09,76.6,39.8,57.1,94.3,normal
50144891,2025-08-07 13:26:28,75.2,38.8,69.4,90.6,normal
50144891,2025-08-06 20:38:28,71.1,48.2,27.7,69.5,high
50109768,2025-08-06 21:43:59,79.4,44.5,36.1,95.7,normal
50109768,2025-08-06 10:25:20,70.7,37.6,45.2,97.0,normal
50109768,2025-08-10 13:37:09,72.3,60.5,63.8,92.5,normal
50109768,2025-08-08 19:07:49,68.9,49.9,28.1,73.0,warning
50109768,2025-08-11 20:05:28,64.0,48.5,32.7,64.0,high
50109768,2025-08-05 10:27:33,66.5,45.3,45.9,84.9,normal
50109768,2025-08-08 23:19:20,68.1,57.0,67.4,73.9,warning
50109768,2025-08-08 14:27:38,72.3,34.2,30.5,95.2,normal
50109768,2025-08-06 08:43:55,81.0,62.0,39.6,91.7,warning
50109768,2025-08-04 06:29:23,66.5,44.8,32.9,68.8,high
50113997,2025-08-06 07:50:09,74.0,38.2,14.6,95.9,normal
50113997,2025-08-01 21:20:40,61.3,62.3,45.7,75.4,warning
50113997,2025-08-01 13:00:35,63.0,53.2,34.9,60.1,high
50113997,2025-08-11 03:05:07,70.0,33.3,34.5,95.2,normal
50113997,2025-08-11 14:28:16,71.3,47.4,74.0,98.2,normal
50113997,2025-08-10 07:32:21,71.8,52.5,25.3,88.9,normal
50113997,2025-08-12 05:35:33,71.1,29.0,74.2,82.7,normal
50113997,2025-08-03 00:17:01,82.7,35.2,54.7,68.4,high
50113997,2025-08-08 20:10:49,72.8,32.7,37.6,68.7,high
50113997,2025-08-13 06:24:53,77.0,26.5,58.5,86.4,normal
50142311,2025-08-07 09:52:19,73.8,35.9,63.8,87.7,normal
50142311,2025-08-12 22:01:58,72.3,38.7,45.2,80.2,normal
50142311,2025-08-03 13:04:32,67.6,45.9,45.9,60.0,high
50142311,2025-08-05 01:40:10,72.7,54.3,45.6,91.9,normal
50142311,2025-08-08 09:45:52,77.5,32.2,45.5,65.7,high
50142311,2025-08-01 15:52:47,70.6,42.2,30.6,81.2,normal
50142311,2025-08-09 01:50:23,79.1,41.5,43.3,82.0,normal
50142311,2025-08-06 10:08:56,63.2,53.7,43.3,69.1,high
50142311,2025-08-07 13:24:18,69.2,53.7,37.0,86.2,normal
50142311,2025-08-01 22:01:30,64.0,41.5,66.9,74.0,warning
50087361,2025-08-06 13:18:40,68.4,48.4,50.5,98.9,normal
50087361,2025-08-07 11:10:49,78.8,41.9,48.9,70.0,warning
50087361,2025-08-01 12:01:20,57.9,33.6,23.6,80.1,normal
50087361,2025-08-09 13:43:46,68.5,34.2,40.4,97.8,normal
50087361,2025-08-12 20:00:14,72.6,37.2,60.4,93.5,normal
50087361,2025-08-03 09:39:59,69.3,44.4,62.0,93.2,normal
50087361,2025-08-10 17:14:30,66.5,40.1,64.2,92.0,normal
50087361,2025-08-08 23:39:51,70.0,35.1,45.9,86.5,normal
50087361,2025-08-11 22:04:37,73.6,25.9,29.7,63.9,high
50087361,2025-08-03 02:13:45,64.1,45.7,54.5,77.3,warning
50058248,2025-08-11 19:04:07,74.5,52.7,82.9,61.5,high
50058248,2025-08-12 03:15:48,68.8,60.7,27.1,76.7,warning
50058248,2025-08-03 09:55:07,69.6,47.9,63.3,94.9,normal
50058248,2025-08-05 12:22:24,60.3,47.5,13.3,69.3,high
50058248,2025-08-12 13:11:28,75.6,44.5,71.4,61.0,high
50058248,2025-08-06 06:06:45,69.3,50.6,46.9,90.3,normal
50058248,2025-08-01 16:34:12,71.9,55.7,39.7,64.0,high
50058248,2025-08-05 11:59:59,69.8,33.9,49.3,81.2,normal
50058248,2025-08-06 07:22:37,60.5,33.6,37.6,78.7,warning
50058248,2025-08-01 13:20:06,73.0,47.7,33.3,90.3,normal
50070932,2025-08-12 10:08:39,77.0,64.0,35.4,62.7,high
50070932,2025-08-11 05:22:09,70.4,51.7,31.4,92.7,normal
50070932,2025-08-05 07:55:04,70.6,27.0,65.6,84.8,normal
50070932,2025-08-04 01:19:36,68.8,46.7,39.7,87.3,normal
50070932,2025-08-10 00:32:08,75.8,70.4,45.3,93.7,normal
50070932,2025-08-10 09:13:08,73.4,26.2,83.2,76.1,warning
50070932,2025-08-04 16:02:03,69.7,32.9,36.8,93.7,normal
50070932,2025-08-11 12:00:40,68.2,29.1,38.0,99.8,normal
50070932,2025-08-13 14:30:42,66.9,47.3,40.9,89.6,normal
50070932,2025-08-13 07:26:51,70.8,70.3,51.9,99.5,normal
50131273,2025-08-02 19:36:33,69.2,37.0,29.9,74.1,warning
50131273,2025-08-03 20:22:13,71.9,54.4,47.0,60.8,high
50131273,2025-08-10 04:09:17,77.5,46.9,78.7,84.0,normal
50131273,2025-08-06 11:16:37,78.2,47.7,51.4,71.2,warning
50131273,2025-08-01 19:05:26,71.0,55.9,38.9,95.4,normal
50131273,2025-08-08 00:45:51,68.7,46.9,70.0,80.8,normal
50131273,2025-08-02 21:32:39,70.8,33.7,51.6,66.9,high
50131273,2025-08-04 14:03:56,70.5,59.1,51.0,67.4,high
50131273,2025-08-10 09:05:05,69.3,32.2,35.9,73.9,warning
50131273,2025-08-05 12:36:47,66.8,46.9,42.9,93.8,normal
41055920,2025-08-03 13:48:57,80.4,34.4,60.1,88.1,warning
41055920,2025-08-09 14:40:39,82.4,57.6,57.9,65.9,high
41055920,2025-08-05 00:02:44,70.5,56.8,47.9,81.7,normal
41055920,2025-08-11 03:49:11,81.1,41.6,79.9,89.5,warning
41055920,2025-08-11 22:42:07,71.8,57.8,34.6,87.1,normal
41055920,2025-08-03 19:27:22,73.7,51.7,52.2,98.3,normal
41055920,2025-08-13 12:17:38,78.6,51.1,48.3,96.0,normal
41055920,2025-08-01 06:09:34,69.4,49.8,53.3,69.8,high
41055920,2025-08-02 12:20:35,71.7,47.0,63.2,61.8,high
41055920,2025-08-10 09:46:58,76.9,51.3,40.8,87.4,normal
50062874,2025-08-12 00:44:42,73.9,43.1,76.8,82.6,normal
50062874,2025-08-03 01:34:24,60.4,54.4,8.5,62.7,high
50062874,2025-08-05 01:29:24,65.4,50.5,40.6,97.9,normal
50062874,2025-08-08 10:03:16,75.3,40.1,71.8,85.0,normal
50062874,2025-08-10 12:05:19,70.8,39.9,20.5,75.3,warning
50062874,2025-08-10 13:54:35,69.6,63.5,73.8,90.3,normal
50062874,2025-08-03 21:47:11,67.9,45.5,37.7,98.0,normal
50062874,2025-08-13 20:50:43,66.6,30.1,66.4,74.8,warning
50062874,2025-08-13 03:33:58,70.0,27.0,64.8,78.2,warning
50062874,2025-08-08 01:20:58,74.2,48.6,65.4,88.6,normal
50127046,2025-08-05 23:21:53,76.8,55.7,38.3,90.3,normal
50127046,2025-08-12 21:41:57,75.9,65.3,56.2,84.3,normal
50127046,2025-08-12 12:28:42,68.7,51.7,66.2,75.8,warning
50127046,2025-08-02 08:29:27,63.2,53.4,62.4,63.1,high
50127046,2025-08-07 07:50:10,71.9,42.0,70.3,79.8,warning
50127046,2025-08-04 00:03:37,83.3,44.5,42.9,80.0,warning
50127046,2025-08-10 08:06:21,70.4,63.8,51.9,91.6,normal
50127046,2025-08-08 21:52:28,86.6,44.7,62.0,78.4,high
50127046,2025-08-02 02:20:22,73.7,55.1,36.0,60.5,high
50127046,2025-08-13 05:00:22,67.4,47.0,54.0,67.2,high
50045338,2025-08-13 20:39:28,74.3,40.5,55.2,88.7,normal
50045338,2025-08-04 04:16:29,77.2,77.2,49.1,78.4,warning
50045338,2025-08-06 15:44:58,72.4,35.6,54.4,63.0,high
50045338,2025-08-11 08:50:30,71.0,45.9,37.0,78.4,warning
50045338,2025-08-05 23:23:35,67.2,37.5,41.0,91.4,normal
50045338,2025-08-04 05:48:09,73.0,35.8,61.5,73.0,warning
50045338,2025-08-08 08:23:38,68.2,46.2,35.4,74.1,warning
50045338,2025-08-10 08:42:32,76.8,34.2,55.4,80.5,normal
50045338,2025-08-12 08:04:53,67.7,33.6,82.9,69.3,high
50045338,2025-08-09 19:34:41,74.6,52.8,65.4,92.1,normal
50076656,2025-08-04 14:08:30,71.0,35.5,74.1,65.1,high
50076656,2025-08-13 16:24:50,75.8,49.2,36.6,66.1,high
50076656,2025-08-03 08:21:08,76.2,44.6,57.7,73.9,warning
50076656,2025-08-06 22:38:02,69.9,49.6,34.8,78.5,warning
50076656,2025-08-05 16:09:38,65.5,63.2,47.1,66.7,high
50076656,2025-08-13 23:18:32,74.9,58.4,43.7,87.2,normal
50076656,2025-08-11 20:04:35,83.0,61.6,60.9,94.7,warning
50076656,2025-08-13 17:29:26,77.3,44.6,45.5,92.4,normal
50076656,2025-08-11 20:23:32,73.5,21.2,38.7,92.1,normal
50076656,2025-08-11 18:02:56,74.8,70.1,41.6,83.4,normal
50161383,2025-08-12 03:30:40,72.3,37.1,46.4,92.3,normal
50161383,2025-08-07 16:54:37,71.6,58.1,34.4,94.0,normal
50161383,2025-08-10 15:22:24,68.8,48.9,44.7,91.6,normal
50161383,2025-08-01 11:18:31,77.5,32.6,73.0,76.2,warning
50161383,2025-08-11 15:09:46,66.6,42.2,60.4,77.8,warning
50161383,2025-08-07 08:22:30,63.4,26.9,43.2,66.4,high
50161383,2025-08-03 12:21:42,75.7,41.5,39.9,94.7,normal
50161383,2025-08-02 17:37:55,71.1,31.6,60.6,77.5,warning
50161383,2025-08-07 01:12:20,72.7,47.9,63.5,70.2,warning
50161383,2025-08-10 06:24:00,67.1,45.7,43.6,64.4,high
50063183,2025-08-04 21:51:18,71.4,47.6,41.9,84.9,normal
50063183,2025-08-01 22:17:06,75.8,45.0,65.3,63.7,high
50063183,2025-08-10 01:33:00,73.7,39.6,32.7,62.6,high
50063183,2025-08-04 13:37:00,76.6,45.6,80.9,64.6,high
50063183,2025-08-12 09:59:23,76.2,28.4,58.3,79.5,warning
50063183,2025-08-09 18:08:52,69.9,35.9,60.6,78.9,warning
50063183,2025-08-03 18:09:21,73.7,56.4,70.5,93.9,normal
50063183,2025-08-08 08:29:32,69.3,31.4,57.1,92.7,normal
50063183,2025-08-06 18:42:28,71.2,53.3,20.2,87.4,normal
50063183,2025-08-08 18:47:06,71.9,59.8,46.9,80.1,normal
40399778,2025-08-10 06:44:54,80.0,82.9,68.3,64.1,high
40399778,2025-08-02 14:22:11,64.5,62.4,56.5,96.6,normal
40399778,2025-08-07 02:55:15,63.7,39.1,48.3,96.8,normal
40399778,2025-08-02 18:25:26,66.3,55.5,21.2,63.3,high
40399778,2025-08-09 02:24:05,62.1,39.0,55.3,84.8,normal
40399778,2025-08-01 01:14:09,73.5,44.5,50.1,85.3,normal
40399778,2025-08-03 09:19:34,61.2,48.3,56.3,74.7,warning
40399778,2025-08-04 16:11:58,75.7,53.5,60.4,92.3,normal
40399778,2025-08-03 06:51:57,73.6,38.5,50.3,75.7,warning
40399778,2025-08-08 04:54:47,69.0,48.1,37.3,86.4,normal
50032585,2025-08-04 07:20:53,67.0,45.0,34.7,95.0,normal
50032585,2025-08-11 09:54:53,73.0,43.5,59.0,78.4,warning
50032585,2025-08-10 04:22:58,76.7,57.6,35.0,96.9,normal
50032585,2025-08-05 18:16:47,74.4,54.6,41.4,87.5,normal
50032585,2025-08-02 12:26:29,76.6,59.3,61.5,61.3,high
50032585,2025-08-01 16:15:34,64.2,37.6,31.0,74.2,warning
50032585,2025-08-10 14:01:25,70.6,50.4,54.0,97.8,normal
50032585,2025-08-02 07:01:28,69.3,47.8,41.2,96.9,normal
50032585,2025-08-13 12:55:09,76.0,51.7,64.6,65.6,high
50032585,2025-08-12 01:36:25,80.6,31.2,70.1,77.3,warning
50102026,2025-08-13 10:50:07,67.9,37.2,61.9,63.2,high
50102026,2025-08-05 19:31:17,69.1,66.7,95.2,76.3,warning
50102026,2025-08-07 00:52:38,70.9,58.3,62.4,73.6,warning
50102026,2025-08-02 11:26:42,66.0,48.7,38.4,78.3,warning
50102026,2025-08-12 20:07:10,70.0,63.7,75.2,87.4,normal
50102026,2025-08-10 21:53:31,64.8,52.3,54.6,90.8,normal
50102026,2025-08-11 07:36:39,64.2,42.3,66.0,96.3,normal
50102026,2025-08-04 01:55:26,84.1,40.6,54.3,70.7,warning
50102026,2025-08-04 06:52:05,67.1,52.9,49.0,61.7,high
50102026,2025-08-09 00:05:25,74.9,51.0,70.4,83.4,normal
41351040,2025-08-03 08:58:10,71.2,53.6,65.0,60.9,high
41351040,2025-08-12 19:53:23,75.6,52.2,69.3,88.2,normal
41351040,2025-08-01 15:04:14,61.9,54.1,74.2,66.7,high
41351040,2025-08-09 08:13:21,75.3,45.6,46.4,91.9,normal
41351040,2025-08-01 20:58:04,70.3,57.1,15.0,73.4,warning
41351040,2025-08-02 23:35:08,72.0,34.2,30.9,82.4,normal
41351040,2025-08-02 01:52:19,70.4,35.6,66.6,96.2,normal
41351040,2025-08-06 13:28:42,71.7,42.2,39.7,77.2,warning
41351040,2025-08-11 07:53:53,77.0,36.0,58.3,73.2,warning
41351040,2025-08-11 10:31:02,70.2,46.6,46.3,69.0,high
50131915,2025-08-13 21:33:25,68.0,41.6,42.3,67.9,high
50131915,2025-08-07 08:27:24,62.8,35.9,49.0,67.5,high
50131915,2025-08-10 02:27:38,73.6,51.3,44.9,71.5,warning
50131915,2025-08-10 19:51:14,76.5,47.7,38.3,84.0,normal
50131915,2025-08-02 02:41:44,73.0,28.7,45.4,61.0,high
50131915,2025-08-02 23:41:21,68.6,44.3,63.9,79.0,warning
50131915,2025-08-13 14:53:38,70.5,48.7,48.1,97.2,normal
50131915,2025-08-11 15:59:43,80.2,54.4,60.8,89.8,warning
50131915,2025-08-04 02:29:07,68.8,55.3,72.0,74.5,warning
50131915,2025-08-05 06:48:16,63.1,53.5,43.9,93.9,normal
50127045,2025-08-10 07:56:03,68.9,62.4,37.4,83.3,normal
50127045,2025-08-10 19:25:01,69.8,48.6,49.4,96.3,normal
50127045,2025-08-09 22:39:54,61.3,42.6,57.9,84.1,normal
50127045,2025-08-01 01:46:05,69.3,48.1,33.4,92.8,normal
50127045,2025-08-01 07:04:50,71.6,57.1,50.6,76.1,warning
50127045,2025-08-05 01:22:05,69.5,49.8,74.3,76.0,warning
50127045,2025-08-01 15:10:31,71.1,44.7,33.2,76.4,warning
50127045,2025-08-09 20:12:39,71.7,39.4,48.9,72.4,warning
50127045,2025-08-12 20:02:58,74.1,58.6,44.4,76.9,warning
50127045,2025-08-07 14:28:28,69.9,36.9,57.8,88.6,normal
50141111,2025-08-10 22:36:34,70.2,54.1,78.3,74.1,warning
50141111,2025-08-05 03:36:01,64.2,36.5,50.9,78.4,warning
50141111,2025-08-05 12:30:32,74.4,33.1,43.5,77.1,warning
50141111,2025-08-01 16:17:39,72.8,54.7,44.5,91.6,normal
50141111,2025-08-07 21:45:35,57.9,36.5,84.7,93.4,normal
50141111,2025-08-13 09:05:54,67.4,44.9,42.1,63.7,high
50141111,2025-08-06 00:12:56,68.6,33.1,79.9,98.3,normal
50141111,2025-08-07 13:09:51,73.4,56.3,18.8,97.8,normal
50141111,2025-08-04 08:36:05,61.2,36.3,51.4,73.8,warning
50141111,2025-08-09 07:49:12,73.5,40.0,45.4,86.9,normal
50162886,2025-08-09 15:55:55,74.9,44.0,63.6,82.1,normal
50162886,2025-08-09 09:39:22,79.4,42.5,61.5,79.8,warning
50162886,2025-08-09 21:06:18,71.5,45.8,60.9,68.8,high
50162886,2025-08-07 04:50:00,68.2,63.6,12.9,73.3,warning
50162886,2025-08-09 20:50:49,69.8,38.9,55.5,61.1,high
50162886,2025-08-07 04:22:05,73.8,54.9,39.5,77.9,warning
50162886,2025-08-08 03:04:23,75.4,58.6,43.6,78.6,warning
50162886,2025-08-12 16:13:46,72.5,53.9,74.2,80.5,normal
50162886,2025-08-09 01:26:17,73.7,32.3,57.8,76.6,warning
50162886,2025-08-06 06:51:46,75.4,47.9,51.9,85.8,normal
41296533,2025-08-08 11:58:30,70.9,38.0,42.8,60.8,high
41296533,2025-08-07 00:16:21,68.0,33.1,54.7,68.4,high
41296533,2025-08-10 01:39:29,63.3,67.8,62.0,68.5,high
41296533,2025-08-10 11:14:01,73.9,48.9,47.9,89.3,normal
41296533,2025-08-09 05:03:37,66.1,38.5,22.8,75.1,warning
41296533,2025-08-07 04:42:46,76.1,53.5,55.4,67.4,high
41296533,2025-08-01 04:06:30,68.3,40.7,72.4,78.3,warning
41296533,2025-08-08 22:46:31,73.9,42.4,51.9,88.1,normal
41296533,2025-08-11 00:05:22,71.3,70.6,47.8,96.5,normal
41296533,2025-08-01 14:19:56,66.0,67.5,56.2,61.4,high
50048350,2025-08-04 23:06:41,75.0,62.7,53.3,81.5,normal
50048350,2025-08-02 00:29:34,71.1,50.8,45.6,98.7,normal
50048350,2025-08-05 19:33:09,71.4,35.2,70.2,76.3,warning
50048350,2025-08-13 09:42:36,72.3,52.5,44.0,62.3,high
50048350,2025-08-01 09:36:06,67.7,27.8,65.7,97.0,normal
50048350,2025-08-06 16:08:10,72.8,44.7,44.7,90.6,normal
50048350,2025-08-05 01:38:09,68.8,41.3,41.4,94.6,normal
50048350,2025-08-07 00:00:11,70.6,42.4,43.8,78.3,warning
50048350,2025-08-06 00:11:33,70.6,50.9,48.4,97.6,normal
50048350,2025-08-06 11:47:46,76.4,30.2,42.6,62.3,high
50092595,2025-08-03 01:17:15,73.7,44.9,42.2,98.1,normal
50092595,2025-08-01 18:38:00,71.4,31.9,69.9,92.1,normal
50092595,2025-08-05 02:38:33,71.1,55.6,62.0,96.5,normal
50092595,2025-08-10 14:33:19,75.5,46.8,60.2,78.8,warning
50092595,2025-08-10 17:12:04,67.5,48.1,24.7,73.6,warning
50092595,2025-08-02 00:22:23,68.9,29.9,22.4,85.3,normal
50092595,2025-08-03 14:21:57,74.7,59.1,37.5,70.8,warning
50092595,2025-08-06 20:27:24,69.7,28.8,29.7,90.3,normal
50092595,2025-08-11 02:22:28,81.0,40.2,61.7,90.9,warning
50092595,2025-08-05 05:11:21,78.8,57.2,55.9,97.6,normal
50115888,2025-08-12 04:56:53,73.2,45.3,44.9,69.0,high
50115888,2025-08-08 08:57:11,77.2,43.1,77.7,92.8,normal
50115888,2025-08-11 03:33:47,60.4,35.8,63.3,64.7,high
50115888,2025-08-07 19:19:49,69.4,47.1,75.9,73.7,warning
50115888,2025-08-05 02:20:37,82.2,50.5,41.7,92.2,warning
50115888,2025-08-07 11:29:36,68.3,42.4,38.9,76.7,warning
50115888,2025-08-08 23:33:16,73.6,56.7,48.3,64.4,high
50115888,2025-08-12 04:47:06,77.8,54.4,56.2,98.2,normal
50115888,2025-08-12 09:07:58,63.8,54.4,44.7,94.3,normal
50115888,2025-08-04 20:23:12,79.2,37.7,34.3,66.7,high
50011981,2025-08-08 04:53:45,68.4,40.4,38.8,85.2,normal
50011981,2025-08-04 23:01:19,65.4,28.5,45.0,95.5,normal
50011981,2025-08-05 06:03:39,74.5,45.3,55.4,88.6,normal
50011981,2025-08-10 17:23:49,73.8,38.5,57.9,67.3,high
50011981,2025-08-07 14:11:10,74.7,56.2,53.6,78.4,warning
50011981,2025-08-12 12:20:00,64.7,43.8,48.2,97.5,normal
50011981,2025-08-06 20:33:52,69.1,53.3,51.5,87.4,normal
50011981,2025-08-06 11:11:51,71.3,40.3,66.8,61.8,high
50011981,2025-08-05 06:17:27,79.5,42.8,47.4,73.9,warning
50011981,2025-08-06 04:21:32,78.0,24.2,63.2,98.1,normal
50152278,2025-08-03 06:49:52,55.8,39.2,42.1,98.8,normal
50152278,2025-08-11 03:16:42,63.6,26.4,61.2,69.3,high
50152278,2025-08-06 03:55:43,70.0,64.6,61.4,64.5,high
50152278,2025-08-03 04:49:56,71.1,41.3,54.2,95.3,normal
50152278,2025-08-13 08:41:06,79.0,37.7,34.7,96.5,normal
50152278,2025-08-10 18:14:58,75.0,54.6,48.1,95.6,normal
50152278,2025-08-13 17:52:25,71.6,34.5,70.1,99.3,normal
50152278,2025-08-03 18:42:25,71.0,52.0,60.5,64.7,high
50152278,2025-08-08 00:56:11,76.2,30.8,59.0,99.8,normal
50152278,2025-08-11 09:48:23,78.2,40.8,50.0,89.0,normal
40389356,2025-08-09 15:10:35,77.6,46.2,63.6,95.6,normal
40389356,2025-08-04 02:37:40,72.6,55.4,48.9,79.7,warning
40389356,2025-08-08 21:50:32,74.4,45.7,66.3,71.1,warning
40389356,2025-08-05 18:29:26,63.5,43.5,80.1,80.1,normal
40389356,2025-08-07 02:29:41,77.1,35.8,57.7,69.9,high
40389356,2025-08-09 12:26:33,61.9,51.0,41.2,99.4,normal
40389356,2025-08-11 03:35:48,70.0,33.1,34.8,92.4,normal
40389356,2025-08-06 21:17:26,70.7,28.3,53.2,77.3,warning
40389356,2025-08-06 13:37:56,68.2,43.0,65.7,93.0,normal
40389356,2025-08-05 09:20:46,78.5,48.3,75.6,79.1,warning
50101908,2025-08-08 21:21:00,75.9,14.5,50.6,69.2,high
50101908,2025-08-05 18:08:05,68.5,40.6,38.3,78.9,warning
50101908,2025-08-12 19:28:17,68.6,40.7,42.6,92.4,normal
50101908,2025-08-06 09:05:34,69.3,58.3,58.8,97.1,normal
50101908,2025-08-08 18:58:19,66.8,43.9,41.4,72.0,warning
50101908,2025-08-10 14:50:20,73.2,44.0,74.7,69.7,high
50101908,2025-08-08 06:11:46,75.3,28.1,78.9,64.6,high
50101908,2025-08-09 15:08:14,69.9,37.0,49.8,67.8,high
50101908,2025-08-10 03:08:46,69.6,57.3,27.3,78.9,warning
50101908,2025-08-04 13:30:31,81.0,50.1,41.5,85.0,warning
50155122,2025-08-07 07:03:55,72.2,52.3,44.1,69.4,high
50155122,2025-08-10 05:57:26,66.3,31.2,61.9,75.7,warning
50155122,2025-08-05 23:59:05,68.6,43.0,60.1,84.1,normal
50155122,2025-08-10 03:31:33,68.7,54.9,35.4,77.9,warning
50155122,2025-08-03 21:59:28,74.3,47.7,59.2,66.8,high
50155122,2025-08-09 15:08:15,68.5,35.8,33.8,66.3,high
50155122,2025-08-02 04:56:00,75.6,56.6,46.7,97.2,normal
50155122,2025-08-06 15:02:47,66.1,48.7,46.2,68.6,high
50155122,2025-08-08 02:26:13,72.9,38.5,53.5,86.4,normal
50155122,2025-08-08 09:47:04,71.5,31.8,67.1,69.2,high
50105550,2025-08-04 04:56:47,70.0,54.2,37.5,62.2,high
50105550,2025-08-11 15:36:38,68.1,42.9,42.5,99.8,normal
50105550,2025-08-07 20:28:07,67.4,35.1,65.0,72.5,warning
50105550,2025-08-06 23:41:11,70.5,42.2,54.6,77.2,warning
50105550,2025-08-07 07:20:57,72.6,41.4,46.3,69.0,high
50105550,2025-08-07 05:04:17,67.3,32.5,37.3,86.2,normal
50105550,2025-08-04 02:45:49,65.6,56.3,46.8,88.0,normal
